revision,layer,group_family,group,n,mean_curvature,mean_entropy,mean_speed,curvature_entropy_pearson
step128,5,surface_combo,word_start|no_punct|after_sentence_13_plus|tok_020_049,102,2.095494929481955,8.131455122255812,15.990214983622232,-0.1237406555760674
step128,5,surface_combo,word_start|no_punct|after_sentence_13_plus|tok_050_099,274,2.0970133081839903,7.893683610171297,16.48546233838492,-0.1519806836393419
step128,5,surface_combo,word_start|no_punct|after_sentence_13_plus|tok_100_plus,15,2.0514497836430867,7.863884862263998,17.438025665283202,-0.09749846767012763
step128,5,surface_combo,word_start|no_punct|after_sentence_1_3|tok_006_019,60,2.0974891046682993,8.41290742556254,15.626231781641643,0.08904281872667452
step128,5,surface_combo,word_start|no_punct|after_sentence_1_3|tok_020_049,175,2.093495681626456,8.14803384235927,16.068337609427317,-0.09381087401816507
step128,5,surface_combo,word_start|no_punct|after_sentence_1_3|tok_050_099,159,2.1097096369701362,8.094150189333742,16.197600592607223,0.019095159222883306
step128,5,surface_combo,word_start|no_punct|after_sentence_4_12|tok_006_019,26,2.0776132345199585,8.52177588756268,16.206766055180477,-0.30783921898919253
step128,5,surface_combo,word_start|no_punct|after_sentence_4_12|tok_020_049,288,2.1005967499481306,8.1431721482012,16.010237362649704,0.05009401585867177
step128,5,surface_combo,word_start|no_punct|after_sentence_4_12|tok_050_099,359,2.10391056139157,8.009308324965925,16.21535450236711,-0.028640156289200257
step128,5,surface_combo,word_start|no_punct|unknown_before_first_boundary|tok_006_019,258,2.1065459745798925,8.353546449380328,15.463423610657685,-0.03614840388167397
step128,5,surface_combo,word_start|no_punct|unknown_before_first_boundary|tok_020_049,148,2.112440454798776,8.052330271617786,16.453157276720614,-0.027651214252839684
step128,5,surface_combo,word_start|other_punct_only|after_sentence_13_plus|tok_020_049,7,2.076572912079947,9.388616834368024,14.631667273385185,-0.023814397923590604
step128,5,surface_combo,word_start|other_punct_only|after_sentence_13_plus|tok_050_099,14,2.119393961770194,8.64100980758667,16.620370115552628,0.2652080905807595
step128,5,surface_combo,word_start|other_punct_only|after_sentence_13_plus|tok_100_plus,1,1.9602867364883423,9.842429161071777,14.835911750793457,nan
step128,5,surface_combo,word_start|other_punct_only|after_sentence_1_3|tok_006_019,15,2.113410727183024,9.763296000162761,14.840877469380697,-0.02189908375141474
step128,5,surface_combo,word_start|other_punct_only|after_sentence_1_3|tok_020_049,47,2.1138696924169014,9.664188405300708,15.373640425661778,0.11756503966608384
step128,5,surface_combo,word_start|other_punct_only|after_sentence_1_3|tok_050_099,43,2.114280489988105,9.504406396732774,15.61055099132449,-0.08313210901592742
