model,seed,backend,n_bindings,query_delay,distractor_rate,value_collision,recall_accuracy,recall_loss
mg_query_gated,1,slow,1,32,0.6,False,0.0,50.36907958984375
mg_query_gated,1,slow,1,32,0.6,True,0.0,41.1187744140625
mg_query_gated,1,slow,1,64,0.0,False,0.0,54.84822082519531
mg_query_gated,1,slow,1,64,0.0,True,0.0,48.37895202636719
mg_query_gated,1,slow,1,64,0.3,False,0.0,43.739341735839844
mg_query_gated,1,slow,1,64,0.3,True,0.0,40.21432876586914
mg_query_gated,1,slow,1,64,0.6,False,0.0,34.97941589355469
mg_query_gated,1,slow,1,64,0.6,True,0.0,40.93921661376953
mg_query_gated,1,slow,2,8,0.0,False,0.0,38.31874084472656
mg_query_gated,1,slow,2,8,0.0,True,0.0,40.063812255859375
mg_query_gated,1,slow,2,8,0.3,False,0.0,47.493499755859375
mg_query_gated,1,slow,2,8,0.3,True,0.0,33.33104705810547
mg_query_gated,1,slow,2,8,0.6,False,0.0,44.495513916015625
mg_query_gated,1,slow,2,8,0.6,True,0.0,37.63874053955078
mg_query_gated,1,slow,2,16,0.0,False,0.0,52.53218460083008
mg_query_gated,1,slow,2,16,0.0,True,0.0,37.992156982421875
mg_query_gated,1,slow,2,16,0.3,False,0.0,49.493080139160156
mg_query_gated,1,slow,2,16,0.3,True,0.0,41.77860641479492
mg_query_gated,1,slow,2,16,0.6,False,0.0,45.200992584228516
mg_query_gated,1,slow,2,16,0.6,True,0.0,47.127838134765625
mg_query_gated,1,slow,2,32,0.0,False,0.0,56.64488983154297
mg_query_gated,1,slow,2,32,0.0,True,0.0,56.583351135253906
mg_query_gated,1,slow,2,32,0.3,False,0.0,42.573333740234375
mg_query_gated,1,slow,2,32,0.3,True,0.0,40.221649169921875
mg_query_gated,1,slow,2,32,0.6,False,0.0,52.74602127075195
mg_query_gated,1,slow,2,32,0.6,True,0.0,43.872398376464844
mg_query_gated,1,slow,2,64,0.0,False,0.0,50.48474884033203
mg_query_gated,1,slow,2,64,0.0,True,0.0,47.209327697753906
mg_query_gated,1,slow,2,64,0.3,False,0.0,42.95738220214844
mg_query_gated,1,slow,2,64,0.3,True,0.0,40.1456184387207
mg_query_gated,1,slow,2,64,0.6,False,0.0,43.55080795288086
mg_query_gated,1,slow,2,64,0.6,True,0.0,52.157318115234375
mg_query_gated,1,slow,4,8,0.0,False,0.0,29.32305908203125
mg_query_gated,1,slow,4,8,0.0,True,0.0,38.2991943359375
mg_query_gated,1,slow,4,8,0.3,False,0.0,50.60240936279297
mg_query_gated,1,slow,4,8,0.3,True,0.0,35.58510971069336
mg_query_gated,1,slow,4,8,0.6,False,0.0,49.333396911621094
mg_query_gated,1,slow,4,8,0.6,True,0.0,38.242191314697266
