model,seed,backend,n_bindings,query_delay,distractor_rate,value_collision,recall_accuracy,recall_loss
baseline,1,triton,2,16,0.0,True,1.0,0.0016113906167447567
baseline,1,triton,2,16,0.3,False,0.998046875,0.00907614384777844
baseline,1,triton,2,16,0.3,True,1.0,0.008863332914188504
baseline,1,triton,2,16,0.6,False,0.998046875,0.02479378366842866
baseline,1,triton,2,16,0.6,True,0.99609375,0.026350788306444883
baseline,1,triton,2,32,0.0,False,1.0,0.004853584570810199
baseline,1,triton,2,32,0.0,True,1.0,0.004490043385885656
baseline,1,triton,2,32,0.3,False,0.9951171875,0.04026334127411246
baseline,1,triton,2,32,0.3,True,0.9970703125,0.02914649387821555
baseline,1,triton,2,32,0.6,False,0.9609375,0.14716828614473343
baseline,1,triton,2,32,0.6,True,0.9833984375,0.09550531767308712
baseline,1,triton,2,64,0.0,False,1.0,0.012660263339057565
baseline,1,triton,2,64,0.0,True,1.0,0.0070420700358226895
baseline,1,triton,2,64,0.3,False,0.9609375,0.15050831623375416
baseline,1,triton,2,64,0.3,True,0.982421875,0.08715401589870453
baseline,1,triton,2,64,0.6,False,0.876953125,0.43533264100551605
baseline,1,triton,2,64,0.6,True,0.91796875,0.256653506308794
baseline,1,triton,4,8,0.0,False,1.0,0.0019555455073714256
baseline,1,triton,4,8,0.0,True,1.0,0.0018710424192249775
baseline,1,triton,4,8,0.3,False,0.9990234375,0.011980673880316317
baseline,1,triton,4,8,0.3,True,1.0,0.006155608571134508
baseline,1,triton,4,8,0.6,False,0.9990234375,0.019755253102630377
baseline,1,triton,4,8,0.6,True,0.9970703125,0.017950773239135742
baseline,1,triton,4,16,0.0,False,1.0,0.0019766208715736866
baseline,1,triton,4,16,0.0,True,1.0,0.002110215602442622
baseline,1,triton,4,16,0.3,False,1.0,0.00715901015792042
baseline,1,triton,4,16,0.3,True,0.9990234375,0.008597813779488206
baseline,1,triton,4,16,0.6,False,0.99609375,0.024095118045806885
baseline,1,triton,4,16,0.6,True,0.9931640625,0.03358923038467765
baseline,1,triton,4,32,0.0,False,1.0,0.006051628035493195
baseline,1,triton,4,32,0.0,True,1.0,0.005115487263537943
baseline,1,triton,4,32,0.3,False,0.9921875,0.040452645160257816
baseline,1,triton,4,32,0.3,True,0.994140625,0.03880120627582073
baseline,1,triton,4,32,0.6,False,0.9697265625,0.13207758776843548
baseline,1,triton,4,32,0.6,True,0.9775390625,0.11744735948741436
baseline,1,triton,4,64,0.0,False,1.0,0.01828889176249504
baseline,1,triton,4,64,0.0,True,0.998046875,0.017269293777644634
baseline,1,triton,4,64,0.3,False,0.9638671875,0.14671221747994423
baseline,1,triton,4,64,0.3,True,0.96875,0.12662475183606148
baseline,1,triton,4,64,0.6,False,0.8857421875,0.3835396096110344
baseline,1,triton,4,64,0.6,True,0.8955078125,0.3486190140247345
baseline,1,triton,8,8,0.0,False,1.0,0.0023329020477831364
baseline,1,triton,8,8,0.0,True,1.0,0.0026611845241859555
baseline,1,triton,8,8,0.3,False,1.0,0.006424957886338234
baseline,1,triton,8,8,0.3,True,1.0,0.0061642511282116175
baseline,1,triton,8,8,0.6,False,0.9951171875,0.0234095121268183
baseline,1,triton,8,8,0.6,True,0.9970703125,0.01925313426181674
baseline,1,triton,8,16,0.0,False,1.0,0.002121850731782615
baseline,1,triton,8,16,0.0,True,1.0,0.002675734111107886
baseline,1,triton,8,16,0.3,False,0.9990234375,0.010732065187767148
baseline,1,triton,8,16,0.3,True,0.9990234375,0.010951926582492888
baseline,1,triton,8,16,0.6,False,0.9970703125,0.0273542576469481
baseline,1,triton,8,16,0.6,True,0.9951171875,0.028761137276887894
baseline,1,triton,8,32,0.0,False,1.0,0.006934843841008842
baseline,1,triton,8,32,0.0,True,0.9990234375,0.008000641129910946
baseline,1,triton,8,32,0.3,False,0.98828125,0.052383256144821644
baseline,1,triton,8,32,0.3,True,0.994140625,0.04064600868150592
baseline,1,triton,8,32,0.6,False,0.966796875,0.1257157027721405
baseline,1,triton,8,32,0.6,True,0.9638671875,0.1227750089019537
baseline,1,triton,8,64,0.0,False,0.998046875,0.028507839422672987
baseline,1,triton,8,64,0.0,True,0.9931640625,0.029828055761754513
baseline,1,triton,8,64,0.3,False,0.955078125,0.1696094237267971
baseline,1,triton,8,64,0.3,True,0.951171875,0.1769925095140934
baseline,1,triton,8,64,0.6,False,0.8837890625,0.40965136885643005
baseline,1,triton,8,64,0.6,True,0.8798828125,0.3987205922603607
baseline,2,triton,1,8,0.0,False,1.0,0.0051048597088083625
baseline,2,triton,1,8,0.0,True,1.0,0.004962058388628066
baseline,2,triton,1,8,0.3,False,1.0,0.011077154194936156
baseline,2,triton,1,8,0.3,True,0.9970703125,0.016481423284858465
baseline,2,triton,1,8,0.6,False,0.9970703125,0.03045004582963884
baseline,2,triton,1,8,0.6,True,1.0,0.01654624380171299
baseline,2,triton,1,16,0.0,False,1.0,0.003866512211970985
baseline,2,triton,1,16,0.0,True,1.0,0.003715610597282648
baseline,2,triton,1,16,0.3,False,0.998046875,0.014989901799708605
baseline,2,triton,1,16,0.3,True,0.9990234375,0.014188371365889907
baseline,2,triton,1,16,0.6,False,0.9951171875,0.034143238328397274
baseline,2,triton,1,16,0.6,True,0.9951171875,0.03533573728054762
baseline,2,triton,1,32,0.0,False,0.9990234375,0.011311763199046254
baseline,2,triton,1,32,0.0,True,1.0,0.008798165712505579
baseline,2,triton,1,32,0.3,False,0.9951171875,0.03873993828892708
baseline,2,triton,1,32,0.3,True,0.994140625,0.036423840560019016
baseline,2,triton,1,32,0.6,False,0.9814453125,0.08933573216199875
baseline,2,triton,1,32,0.6,True,0.9853515625,0.08908018283545971
baseline,2,triton,1,64,0.0,False,1.0,0.010628336574882269
baseline,2,triton,1,64,0.0,True,1.0,0.009133614366874099
baseline,2,triton,1,64,0.3,False,0.9013671875,0.32644669711589813
baseline,2,triton,1,64,0.3,True,0.9140625,0.28560928255319595
baseline,2,triton,1,64,0.6,False,0.7783203125,0.6854765862226486
baseline,2,triton,1,64,0.6,True,0.771484375,0.7369396239519119
baseline,2,triton,2,8,0.0,False,1.0,0.004838083987124264
baseline,2,triton,2,8,0.0,True,1.0,0.004388962406665087
baseline,2,triton,2,8,0.3,False,1.0,0.011919706594198942
baseline,2,triton,2,8,0.3,True,1.0,0.009014858747832477
baseline,2,triton,2,8,0.6,False,0.998046875,0.024752764962613583
